,location,gender,rent,lowerage,upperage
5655,Mitte,female,550,46,58
5656,Spandau,female,600,42,66
5657,Treptow-Koepenick,unknown,750,38,40
5658,Reinickendorf,unknown,600,19,20
5659,Charlottenburg-Wilmersdorf,female,650,20,22
5660,Neukoelln,male,550,40,57
5661,Tempelhof-Schoeneberg,male,600,44,68
5662,Charlottenburg-Wilmersdorf,male,450,47,67
5663,Marzahn-Hellersdorf,female,650,44,49
5664,Treptow-Koepenick,male,400,42,63
5665,Treptow-Koepenick,unknown,700,39,59
5666,Spandau,female,700,19,39
5667,Reinickendorf,male,450,32,47
5668,Mitte,female,550,36,56
5669,Steglitz-Zehlendorf,male,400,18,28
5670,Marzahn-Hellersdorf,female,800,48,61
5671,Friedrichshain-Kreuzberg,unknown,750,26,48
5672,Lichtenberg,female,700,31,55
5673,Tempelhof-Schoeneberg,female,500,27,50
5674,Charlottenburg-Wilmersdorf,male,450,44,54
5675,Spandau,male,500,49,55
5676,Treptow-Koepenick,female,550,25,43
5677,Neukoelln,unknown,650,26,28
5678,Pankow,unknown,750,37,43
5679,Steglitz-Zehlendorf,female,500,21,32
5680,Neukoelln,female,600,28,38
5681,Treptow-Koepenick,unknown,550,31,39
5682,Neukoelln,unknown,500,24,29
5683,Pankow,unknown,450,30,43
5684,Spandau,female,700,38,62
5685,Charlottenburg-Wilmersdorf,male,450,42,55
5686,Friedrichshain-Kreuzberg,unknown,750,39,45
5687,Marzahn-Hellersdorf,male,650,37,51
5688,Treptow-Koepenick,unknown,700,37,44
5689,Charlottenburg-Wilmersdorf,male,450,35,59
5690,Tempelhof-Schoeneberg,unknown,500,40,43
5691,Lichtenberg,unknown,500,30,50
5692,Reinickendorf,male,750,42,66
5693,Marzahn-Hellersdorf,unknown,550,47,50
5694,Friedrichshain-Kreuzberg,unknown,750,47,55
5695,Charlottenburg-Wilmersdorf,unknown,600,30,32
5696,Neukoelln,female,400,42,65
5697,Mitte,unknown,400,31,40
5698,Charlottenburg-Wilmersdorf,male,450,19,41
5699,Friedrichshain-Kreuzberg,female,450,19,20
5700,Tempelhof-Schoeneberg,female,500,40,64
5701,Steglitz-Zehlendorf,male,700,49,54
5702,Charlottenburg-Wilmersdorf,female,600,49,59
5703,Mitte,female,800,25,48
5704,Tempelhof-Schoeneberg,unknown,600,20,36
5705,Pankow,male,600,29,39
5706,Marzahn-Hellersdorf,unknown,600,45,53
5707,Friedrichshain-Kreuzberg,female,700,29,46
5708,Spandau,unknown,750,36,49
5709,Marzahn-Hellersdorf,female,450,49,65
5710,Steglitz-Zehlendorf,female,750,23,30
5711,Charlottenburg-Wilmersdorf,unknown,450,20,34
5712,Mitte,unknown,400,31,44
5713,Spandau,female,450,20,43
5714,Treptow-Koepenick,female,650,22,26
5715,Friedrichshain-Kreuzberg,male,450,22,26
5716,Marzahn-Hellersdorf,unknown,600,22,33
5717,Tempelhof-Schoeneberg,male,450,21,27
5718,Neukoelln,unknown,550,46,58
5719,Pankow,unknown,600,45,46
5720,Neukoelln,male,550,25,40
5721,Reinickendorf,female,800,35,53
5722,Neukoelln,unknown,750,19,37
5723,Neukoelln,male,700,38,50
5724,Mitte,male,650,19,25
5725,Marzahn-Hellersdorf,unknown,700,38,58
5726,Spandau,unknown,750,35,40
5727,Treptow-Koepenick,female,400,47,67
5728,Marzahn-Hellersdorf,unknown,800,19,27
5729,Neukoelln,unknown,500,19,24
5730,Tempelhof-Schoeneberg,male,550,33,53
5731,Reinickendorf,female,650,24,27
5732,Mitte,female,600,27,34
5733,Mitte,unknown,550,36,48
5734,Lichtenberg,female,650,34,38
5735,Charlottenburg-Wilmersdorf,male,450,40,45
5736,Marzahn-Hellersdorf,male,650,35,45
5737,Reinickendorf,male,700,34,45
5738,Lichtenberg,unknown,600,29,35
5739,Mitte,female,750,18,19
5740,Treptow-Koepenick,unknown,500,31,53
5741,Mitte,female,400,26,47
5742,Steglitz-Zehlendorf,female,750,33,40
5743,Lichtenberg,male,400,22,39
5744,Mitte,unknown,750,26,42
5745,Charlottenburg-Wilmersdorf,female,650,21,32
5746,Neukoelln,male,550,38,41
5747,Spandau,unknown,450,22,45
5748,Neukoelln,male,400,41,50
5749,Marzahn-Hellersdorf,female,500,29,37
5750,Friedrichshain-Kreuzberg,male,700,20,26
5751,Steglitz-Zehlendorf,male,400,32,55
5752,Steglitz-Zehlendorf,unknown,750,21,41
5753,Reinickendorf,male,650,41,60
5754,Neukoelln,male,500,37,51
5755,Friedrichshain-Kreuzberg,unknown,400,21,41
5756,Treptow-Koepenick,male,450,28,39
5757,Spandau,unknown,600,48,60
5758,Treptow-Koepenick,unknown,650,30,32
5759,Friedrichshain-Kreuzberg,male,550,45,54
5760,Pankow,unknown,550,30,39
5761,Spandau,male,650,35,48
5762,Pankow,unknown,500,25,44
5763,Spandau,female,750,23,36
5764,Pankow,male,650,47,53
5765,Neukoelln,female,700,41,45
5766,Charlottenburg-Wilmersdorf,male,700,20,28
5767,Marzahn-Hellersdorf,male,600,40,59
5768,Marzahn-Hellersdorf,unknown,800,36,39
5769,Steglitz-Zehlendorf,unknown,800,22,26
5770,Lichtenberg,unknown,700,32,44
5771,Treptow-Koepenick,unknown,750,33,46
5772,Steglitz-Zehlendorf,male,450,33,51
5773,Treptow-Koepenick,male,400,48,55
5774,Lichtenberg,male,650,46,53
5775,Marzahn-Hellersdorf,female,700,33,46
5776,Tempelhof-Schoeneberg,male,550,27,43
5777,Spandau,female,700,36,54
5778,Neukoelln,male,450,26,45
5779,Mitte,unknown,600,29,49
5780,Spandau,male,750,19,37
5781,Reinickendorf,female,450,47,59
5782,Tempelhof-Schoeneberg,female,750,48,60
5783,Spandau,male,400,19,21
5784,Spandau,unknown,400,44,61
5785,Charlottenburg-Wilmersdorf,male,800,46,59
5786,Marzahn-Hellersdorf,unknown,650,48,59
5787,Charlottenburg-Wilmersdorf,female,500,35,41
5788,Tempelhof-Schoeneberg,female,600,23,47
5789,Lichtenberg,female,700,20,37
5790,Friedrichshain-Kreuzberg,unknown,700,26,38
5791,Tempelhof-Schoeneberg,male,400,43,65
5792,Treptow-Koepenick,unknown,400,21,37
5793,Pankow,female,650,40,42
5794,Treptow-Koepenick,male,600,29,33
5795,Tempelhof-Schoeneberg,male,650,46,50
5796,Reinickendorf,male,650,23,35
5797,Spandau,male,500,41,55
5798,Mitte,female,550,22,34
5799,Spandau,female,700,32,53
5800,Tempelhof-Schoeneberg,male,750,37,50
5801,Treptow-Koepenick,female,750,43,48
5802,Steglitz-Zehlendorf,female,400,29,37
5803,Reinickendorf,female,700,49,67
5804,Spandau,male,800,42,54
5805,Reinickendorf,male,600,35,41
5806,Spandau,male,700,41,53
5807,Tempelhof-Schoeneberg,unknown,750,46,50
5808,Tempelhof-Schoeneberg,male,750,28,34
5809,Treptow-Koepenick,female,650,18,22
5810,Mitte,male,400,48,58
5811,Pankow,male,500,18,20
5812,Pankow,unknown,550,37,59
5813,Lichtenberg,female,800,39,62
5814,Tempelhof-Schoeneberg,female,500,19,27
5815,Mitte,male,550,30,41
5816,Neukoelln,female,500,20,42
5817,Friedrichshain-Kreuzberg,unknown,400,19,33
5818,Lichtenberg,unknown,750,20,25
5819,Lichtenberg,male,600,35,41
5820,Charlottenburg-Wilmersdorf,female,650,22,36
5821,Tempelhof-Schoeneberg,unknown,550,18,20
5822,Lichtenberg,female,550,45,69
5823,Marzahn-Hellersdorf,female,650,21,28
5824,Charlottenburg-Wilmersdorf,female,800,41,55
5825,Spandau,unknown,550,47,61
5826,Treptow-Koepenick,male,750,24,32
5827,Reinickendorf,female,400,46,57
5828,Tempelhof-Schoeneberg,female,650,40,57
5829,Spandau,unknown,650,33,56
5830,Lichtenberg,unknown,800,29,45
5831,Tempelhof-Schoeneberg,unknown,500,36,55
5832,Spandau,male,400,27,29
5833,Marzahn-Hellersdorf,female,450,32,45
5834,Marzahn-Hellersdorf,female,700,40,54
5835,Spandau,male,550,18,38
5836,Tempelhof-Schoeneberg,male,500,42,66
5837,Charlottenburg-Wilmersdorf,unknown,450,35,42
5838,Treptow-Koepenick,male,450,32,41
5839,Mitte,male,750,39,58
5840,Marzahn-Hellersdorf,female,550,34,45
5841,Marzahn-Hellersdorf,male,450,48,52
5842,Neukoelln,unknown,600,36,50
5843,Tempelhof-Schoeneberg,female,750,22,32
5844,Marzahn-Hellersdorf,male,750,31,37
5845,Charlottenburg-Wilmersdorf,female,600,33,42
5846,Lichtenberg,unknown,500,34,53
5847,Mitte,female,450,49,66
5848,Marzahn-Hellersdorf,female,700,37,45
5849,Pankow,female,450,46,56
5850,Spandau,male,550,41,52
5851,Neukoelln,female,800,45,47
5852,Reinickendorf,unknown,650,39,46
5853,Mitte,male,550,48,49
5854,Spandau,unknown,700,30,44
5855,Pankow,unknown,400,37,58
5856,Tempelhof-Schoeneberg,unknown,600,35,56
5857,Neukoelln,female,650,46,62
5858,Friedrichshain-Kreuzberg,female,700,31,35
5859,Neukoelln,male,750,48,63
5860,Mitte,male,800,24,46
5861,Spandau,male,650,30,36
5862,Spandau,male,750,42,53
5863,Pankow,male,800,32,47
5864,Steglitz-Zehlendorf,female,700,25,32
5865,Steglitz-Zehlendorf,female,750,23,24
5866,Spandau,unknown,750,19,41
5867,Friedrichshain-Kreuzberg,male,400,42,47
5868,Mitte,male,750,25,30
5869,Mitte,female,700,26,43
5870,Steglitz-Zehlendorf,male,500,27,30
5871,Charlottenburg-Wilmersdorf,unknown,450,25,34
5872,Spandau,male,600,49,52
5873,Tempelhof-Schoeneberg,unknown,450,33,45
5874,Mitte,male,700,33,43
5875,Spandau,unknown,400,25,48
5876,Friedrichshain-Kreuzberg,male,750,26,35
5877,Charlottenburg-Wilmersdorf,female,600,30,38
5878,Reinickendorf,female,700,40,49
5879,Marzahn-Hellersdorf,unknown,650,22,33
5880,Lichtenberg,male,750,21,22
5881,Steglitz-Zehlendorf,female,800,35,57
5882,Neukoelln,female,650,49,54
5883,Charlottenburg-Wilmersdorf,unknown,450,32,33
5884,Spandau,male,700,21,37
5885,Tempelhof-Schoeneberg,female,500,46,61
5886,Treptow-Koepenick,unknown,500,45,49
5887,Tempelhof-Schoeneberg,female,550,22,38
5888,Marzahn-Hellersdorf,male,600,41,43
5889,Friedrichshain-Kreuzberg,unknown,550,20,22
5890,Neukoelln,female,400,19,32
5891,Reinickendorf,male,550,24,37
5892,Pankow,unknown,600,24,44
5893,Spandau,male,450,45,67
5894,Spandau,unknown,400,33,56
5895,Lichtenberg,male,500,49,50
5896,Tempelhof-Schoeneberg,male,550,19,30
5897,Treptow-Koepenick,female,750,25,39
5898,Friedrichshain-Kreuzberg,female,600,30,50
5899,Tempelhof-Schoeneberg,unknown,750,45,46
5900,Pankow,unknown,500,38,62
5901,Friedrichshain-Kreuzberg,female,450,27,34
5902,Reinickendorf,female,400,26,33
5903,Friedrichshain-Kreuzberg,female,700,28,30
5904,Charlottenburg-Wilmersdorf,female,800,19,33
5905,Steglitz-Zehlendorf,unknown,650,30,40
5906,Neukoelln,male,650,22,44
5907,Friedrichshain-Kreuzberg,male,600,30,36
5908,Marzahn-Hellersdorf,unknown,500,39,56
5909,Charlottenburg-Wilmersdorf,male,450,38,60
5910,Friedrichshain-Kreuzberg,male,800,22,45
5911,Marzahn-Hellersdorf,male,500,46,60
5912,Charlottenburg-Wilmersdorf,female,500,18,27
5913,Neukoelln,female,600,37,44
5914,Neukoelln,unknown,600,29,36
5915,Tempelhof-Schoeneberg,male,600,30,31
5916,Lichtenberg,unknown,450,30,32
5917,Treptow-Koepenick,unknown,650,37,60
5918,Lichtenberg,unknown,500,46,59
5919,Treptow-Koepenick,male,550,46,65
5920,Spandau,male,450,44,58
5921,Charlottenburg-Wilmersdorf,male,600,46,61
5922,Mitte,unknown,450,35,50
5923,Spandau,female,650,24,43
5924,Treptow-Koepenick,female,550,49,73
5925,Reinickendorf,male,400,37,43
5926,Charlottenburg-Wilmersdorf,female,650,25,35
5927,Pankow,unknown,700,20,33
5928,Marzahn-Hellersdorf,unknown,750,25,26
5929,Neukoelln,female,750,29,41
5930,Mitte,unknown,450,18,40
5931,Reinickendorf,unknown,400,28,49
5932,Spandau,male,700,40,56
5933,Charlottenburg-Wilmersdorf,female,500,18,38
5934,Mitte,female,750,19,37
5935,Friedrichshain-Kreuzberg,female,800,45,46
5936,Treptow-Koepenick,male,650,31,32
5937,Charlottenburg-Wilmersdorf,unknown,700,43,47
5938,Marzahn-Hellersdorf,unknown,550,38,52
5939,Mitte,female,750,46,61
5940,Treptow-Koepenick,female,650,25,33
5941,Marzahn-Hellersdorf,unknown,400,30,31
5942,Marzahn-Hellersdorf,male,500,26,41
5943,Tempelhof-Schoeneberg,male,400,44,45
5944,Friedrichshain-Kreuzberg,unknown,550,42,43
5945,Pankow,female,600,41,56
5946,Tempelhof-Schoeneberg,unknown,500,38,59
5947,Charlottenburg-Wilmersdorf,male,450,23,35
5948,Reinickendorf,unknown,650,32,42
5949,Friedrichshain-Kreuzberg,unknown,750,43,47
5950,Mitte,female,500,46,69
5951,Lichtenberg,unknown,450,19,30
5952,Mitte,male,800,49,59
5953,Treptow-Koepenick,female,800,32,53
5954,Tempelhof-Schoeneberg,male,450,27,44
5955,Neukoelln,unknown,700,23,32
5956,Treptow-Koepenick,female,650,34,48
5957,Reinickendorf,unknown,450,28,36
5958,Neukoelln,female,800,18,20
5959,Friedrichshain-Kreuzberg,male,400,38,60
5960,Tempelhof-Schoeneberg,male,650,49,61
5961,Marzahn-Hellersdorf,male,500,35,38
5962,Reinickendorf,male,400,35,49
5963,Tempelhof-Schoeneberg,male,700,34,53
5964,Mitte,female,700,24,36
5965,Spandau,female,400,31,38
5966,Mitte,female,500,18,34
5967,Lichtenberg,male,800,28,44
5968,Treptow-Koepenick,unknown,700,41,48
5969,Lichtenberg,male,650,31,47
5970,Marzahn-Hellersdorf,male,650,32,41
5971,Treptow-Koepenick,unknown,600,37,49
5972,Lichtenberg,female,500,44,64
5973,Charlottenburg-Wilmersdorf,female,700,37,55
5974,Marzahn-Hellersdorf,male,800,39,49
5975,Tempelhof-Schoeneberg,male,600,47,52
5976,Neukoelln,female,550,20,31
5977,Friedrichshain-Kreuzberg,male,600,45,59
5978,Reinickendorf,unknown,600,35,36
5979,Steglitz-Zehlendorf,unknown,350,30,52
5980,Steglitz-Zehlendorf,female,700,41,52
5981,Lichtenberg,male,450,44,58
5982,Reinickendorf,female,700,37,44
5983,Pankow,female,450,39,42
5984,Pankow,unknown,750,20,36
5985,Charlottenburg-Wilmersdorf,unknown,400,39,42
5986,Pankow,female,750,24,44
5987,Reinickendorf,unknown,650,19,33
5988,Mitte,female,450,31,42
5989,Steglitz-Zehlendorf,female,550,47,61
5990,Friedrichshain-Kreuzberg,unknown,450,49,56
5991,Reinickendorf,female,700,44,60
5992,Tempelhof-Schoeneberg,female,400,41,51
5993,Friedrichshain-Kreuzberg,female,550,21,36
5994,Marzahn-Hellersdorf,unknown,500,18,28
5995,Marzahn-Hellersdorf,male,550,19,26
5996,Steglitz-Zehlendorf,female,450,46,59
5997,Charlottenburg-Wilmersdorf,female,550,24,38
5998,Neukoelln,female,550,18,20
5999,Reinickendorf,female,400,42,64
6000,Reinickendorf,female,400,42,49
6001,Friedrichshain-Kreuzberg,unknown,500,32,50
6002,Friedrichshain-Kreuzberg,unknown,600,20,24
6003,Tempelhof-Schoeneberg,female,500,45,65
6004,Steglitz-Zehlendorf,unknown,800,19,41
6005,Mitte,female,750,22,26
6006,Steglitz-Zehlendorf,female,650,30,35
6007,Charlottenburg-Wilmersdorf,unknown,750,25,47
6008,Neukoelln,male,450,29,51
6009,Pankow,male,600,46,62
6010,Lichtenberg,male,500,30,44
6011,Marzahn-Hellersdorf,male,550,20,33
6012,Treptow-Koepenick,male,650,32,33
6013,Mitte,male,550,37,61
6014,Lichtenberg,female,600,18,23
6015,Pankow,unknown,750,26,31
6016,Reinickendorf,unknown,500,37,43
6017,Reinickendorf,male,500,37,41
6018,Pankow,unknown,600,23,28
6019,Treptow-Koepenick,female,450,25,27
6020,Reinickendorf,female,750,43,50
6021,Charlottenburg-Wilmersdorf,female,550,31,42
6022,Mitte,unknown,400,25,30
6023,Spandau,unknown,750,22,30
6024,Spandau,male,500,48,61
6025,Spandau,unknown,450,42,43
6026,Steglitz-Zehlendorf,unknown,600,35,54
6027,Pankow,female,550,38,62
6028,Steglitz-Zehlendorf,male,550,20,25
6029,Treptow-Koepenick,unknown,400,45,68
6030,Spandau,female,400,18,24
6031,Reinickendorf,female,500,29,31
6032,Treptow-Koepenick,female,500,45,65
6033,Neukoelln,male,800,22,34
6034,Lichtenberg,male,650,41,46
6035,Treptow-Koepenick,female,700,44,50
6036,Tempelhof-Schoeneberg,female,750,44,56
6037,Tempelhof-Schoeneberg,female,600,20,21
6038,Pankow,female,600,46,63
6039,Marzahn-Hellersdorf,male,400,21,42
6040,Marzahn-Hellersdorf,male,650,19,34
6041,Treptow-Koepenick,unknown,800,41,45
6042,Spandau,unknown,750,40,49
6043,Pankow,male,800,37,55
6044,Pankow,unknown,400,41,58
6045,Mitte,female,750,39,52
6046,Charlottenburg-Wilmersdorf,female,600,44,55
6047,Steglitz-Zehlendorf,unknown,800,43,60
6048,Marzahn-Hellersdorf,female,450,21,41
6049,Neukoelln,unknown,500,46,62
6050,Neukoelln,unknown,800,42,51
6051,Steglitz-Zehlendorf,female,400,41,59
6052,Neukoelln,male,600,41,62
6053,Charlottenburg-Wilmersdorf,male,500,20,39
6054,Charlottenburg-Wilmersdorf,female,800,19,22
6055,Spandau,female,700,42,52
6056,Friedrichshain-Kreuzberg,male,500,46,65
6057,Pankow,unknown,650,35,52
6058,Neukoelln,male,650,42,44
6059,Reinickendorf,female,650,21,32
6060,Charlottenburg-Wilmersdorf,unknown,400,26,31
6061,Mitte,female,650,18,34
6062,Neukoelln,female,750,42,44
6063,Reinickendorf,unknown,600,33,55
6064,Lichtenberg,male,500,49,66
6065,Steglitz-Zehlendorf,female,450,39,46
6066,Charlottenburg-Wilmersdorf,unknown,750,45,63
6067,Marzahn-Hellersdorf,female,800,49,57
6068,Tempelhof-Schoeneberg,male,750,26,30
6069,Marzahn-Hellersdorf,female,450,45,46
6070,Mitte,female,450,25,37
6071,Mitte,female,500,19,35
6072,Marzahn-Hellersdorf,female,450,46,50
6073,Spandau,female,600,25,41
6074,Mitte,female,550,20,32
6075,Mitte,male,750,48,57
6076,Treptow-Koepenick,female,650,47,69
6077,Spandau,female,600,37,52
6078,Marzahn-Hellersdorf,male,650,46,55
6079,Charlottenburg-Wilmersdorf,female,500,41,51
6080,Mitte,female,650,28,29
6081,Friedrichshain-Kreuzberg,male,800,47,60
6082,Charlottenburg-Wilmersdorf,female,500,44,66
6083,Tempelhof-Schoeneberg,male,700,40,44
6084,Tempelhof-Schoeneberg,unknown,750,49,58
6085,Mitte,male,450,28,48
6086,Tempelhof-Schoeneberg,female,750,47,48
6087,Charlottenburg-Wilmersdorf,male,800,27,37
6088,Spandau,female,750,37,44
6089,Mitte,female,800,45,69
6090,Tempelhof-Schoeneberg,male,450,44,51
6091,Friedrichshain-Kreuzberg,female,750,47,66
6092,Spandau,female,750,35,49
6093,Marzahn-Hellersdorf,unknown,600,33,34
6094,Mitte,male,500,19,37
6095,Marzahn-Hellersdorf,male,600,41,44
6096,Charlottenburg-Wilmersdorf,male,550,18,22
6097,Charlottenburg-Wilmersdorf,unknown,600,25,38
6098,Mitte,female,400,34,42
6099,Mitte,female,600,28,40
6100,Spandau,female,750,37,40
6101,Steglitz-Zehlendorf,female,800,34,47
6102,Charlottenburg-Wilmersdorf,female,400,34,39
6103,Treptow-Koepenick,male,500,44,47
6104,Neukoelln,male,700,36,54
6105,Steglitz-Zehlendorf,male,750,46,54
6106,Treptow-Koepenick,male,450,44,58
6107,Mitte,female,500,34,57
6108,Steglitz-Zehlendorf,unknown,750,42,46
6109,Reinickendorf,male,600,37,61
6110,Charlottenburg-Wilmersdorf,unknown,700,48,62
6111,Marzahn-Hellersdorf,female,600,22,31
6112,Spandau,male,550,27,34
6113,Tempelhof-Schoeneberg,female,400,21,24
6114,Spandau,female,450,48,54
6115,Steglitz-Zehlendorf,female,400,38,43
6116,Lichtenberg,unknown,500,42,61
6117,Marzahn-Hellersdorf,female,500,18,35
6118,Pankow,male,450,42,65
6119,Reinickendorf,female,400,49,68
6120,Lichtenberg,unknown,700,24,44
6121,Steglitz-Zehlendorf,male,450,47,67
6122,Spandau,female,700,29,31
6123,Neukoelln,male,450,25,41
6124,Neukoelln,unknown,550,46,56
6125,Treptow-Koepenick,unknown,550,47,65
6126,Neukoelln,female,500,47,49
6127,Steglitz-Zehlendorf,female,400,43,49
6128,Spandau,female,650,35,50
6129,Reinickendorf,unknown,550,49,71
6130,Lichtenberg,male,650,33,44
6131,Charlottenburg-Wilmersdorf,unknown,550,34,55
6132,Pankow,unknown,600,32,39
6133,Marzahn-Hellersdorf,male,400,42,44
6134,Pankow,unknown,750,19,24
6135,Pankow,unknown,750,28,46
6136,Charlottenburg-Wilmersdorf,male,650,44,54
6137,Friedrichshain-Kreuzberg,female,550,20,41
6138,Spandau,unknown,700,31,52
6139,Friedrichshain-Kreuzberg,unknown,600,23,43
6140,Tempelhof-Schoeneberg,unknown,400,36,51
6141,Friedrichshain-Kreuzberg,male,500,40,42
6142,Reinickendorf,female,550,21,34
6143,Tempelhof-Schoeneberg,female,800,37,55
6144,Marzahn-Hellersdorf,female,600,42,55
6145,Mitte,unknown,500,30,49
6146,Steglitz-Zehlendorf,unknown,800,40,57
6147,Tempelhof-Schoeneberg,male,600,29,36
6148,Mitte,female,600,37,42
6149,Steglitz-Zehlendorf,unknown,500,29,51
6150,Lichtenberg,female,400,23,41
6151,Mitte,male,500,40,52
6152,Friedrichshain-Kreuzberg,male,800,40,45
6153,Spandau,male,700,43,53
6154,Treptow-Koepenick,male,550,37,42
6155,Steglitz-Zehlendorf,male,550,26,46
6156,Tempelhof-Schoeneberg,unknown,650,47,49
6157,Friedrichshain-Kreuzberg,unknown,800,49,54
6158,Spandau,female,500,22,46
6159,Neukoelln,male,750,42,54
6160,Charlottenburg-Wilmersdorf,female,750,39,41
6161,Steglitz-Zehlendorf,unknown,750,28,40
6162,Marzahn-Hellersdorf,unknown,700,41,54
6163,Neukoelln,female,600,30,54
6164,Lichtenberg,female,500,24,45
6165,Neukoelln,female,550,37,42
6166,Steglitz-Zehlendorf,unknown,600,30,45
6167,Mitte,female,700,31,53
6168,Steglitz-Zehlendorf,male,650,19,31
6169,Treptow-Koepenick,female,450,39,61
6170,Lichtenberg,female,400,38,44
6171,Tempelhof-Schoeneberg,male,650,25,27
6172,Pankow,male,400,21,25
6173,Marzahn-Hellersdorf,female,750,40,63
6174,Treptow-Koepenick,unknown,600,35,44
6175,Treptow-Koepenick,unknown,700,36,42
6176,Spandau,unknown,550,42,48
6177,Steglitz-Zehlendorf,male,400,27,31
6178,Marzahn-Hellersdorf,male,700,25,39
6179,Friedrichshain-Kreuzberg,unknown,800,35,42
6180,Tempelhof-Schoeneberg,male,550,37,39
6181,Charlottenburg-Wilmersdorf,female,650,26,33
6182,Spandau,female,650,23,26
6183,Mitte,female,500,18,42
6184,Spandau,female,500,22,34
6185,Pankow,male,700,20,42
6186,Treptow-Koepenick,male,550,33,56
6187,Steglitz-Zehlendorf,unknown,700,28,48
6188,Reinickendorf,female,700,44,59
6189,Lichtenberg,female,400,34,51
6190,Pankow,female,600,25,36
6191,Steglitz-Zehlendorf,female,400,32,53
6192,Spandau,female,750,29,36
6193,Neukoelln,female,450,45,67
6194,Friedrichshain-Kreuzberg,female,650,24,37
6195,Tempelhof-Schoeneberg,female,650,49,56
6196,Pankow,male,450,19,31
6197,Spandau,unknown,550,31,32
6198,Pankow,female,400,34,42
6199,Spandau,unknown,750,40,45
6200,Lichtenberg,female,400,28,50
6201,Charlottenburg-Wilmersdorf,unknown,500,35,40
6202,Steglitz-Zehlendorf,female,500,41,44
6203,Friedrichshain-Kreuzberg,unknown,750,23,25
6204,Steglitz-Zehlendorf,male,600,25,36
6205,Mitte,unknown,550,47,65
6206,Friedrichshain-Kreuzberg,female,700,18,42
6207,Marzahn-Hellersdorf,female,450,34,53
6208,Steglitz-Zehlendorf,female,750,27,46
6209,Tempelhof-Schoeneberg,female,650,35,39
6210,Marzahn-Hellersdorf,unknown,600,19,22
6211,Tempelhof-Schoeneberg,male,500,18,30
6212,Mitte,male,500,49,51
6213,Steglitz-Zehlendorf,male,450,22,38
6214,Pankow,female,500,33,34
6215,Reinickendorf,female,600,18,32
6216,Mitte,male,600,19,43
6217,Friedrichshain-Kreuzberg,male,650,44,61
6218,Friedrichshain-Kreuzberg,unknown,400,34,53
6219,Tempelhof-Schoeneberg,male,400,41,63
6220,Charlottenburg-Wilmersdorf,unknown,800,22,30
6221,Charlottenburg-Wilmersdorf,female,550,28,40
6222,Spandau,unknown,750,47,53
6223,Marzahn-Hellersdorf,unknown,550,27,31
6224,Reinickendorf,female,700,24,26
6225,Steglitz-Zehlendorf,unknown,500,35,52
6226,Marzahn-Hellersdorf,female,550,36,52
6227,Pankow,unknown,650,25,48
6228,Reinickendorf,female,650,20,34
6229,Lichtenberg,male,750,37,51
6230,Neukoelln,female,650,41,62
6231,Tempelhof-Schoeneberg,male,700,34,49
6232,Treptow-Koepenick,male,750,43,60
6233,Tempelhof-Schoeneberg,female,400,22,41
6234,Marzahn-Hellersdorf,male,750,44,55
6235,Treptow-Koepenick,male,700,35,59
6236,Lichtenberg,unknown,650,36,44
6237,Steglitz-Zehlendorf,unknown,700,48,52
6238,Steglitz-Zehlendorf,unknown,400,24,25
6239,Spandau,unknown,550,41,56
6240,Pankow,female,650,32,42
6241,Mitte,male,600,43,59
6242,Lichtenberg,unknown,800,27,50
6243,Neukoelln,male,550,40,45
6244,Marzahn-Hellersdorf,male,550,34,48
6245,Charlottenburg-Wilmersdorf,unknown,700,21,44
6246,Reinickendorf,female,650,33,43
6247,Lichtenberg,female,650,38,45
6248,Tempelhof-Schoeneberg,male,700,38,58
6249,Pankow,female,800,35,57
6250,Reinickendorf,male,800,25,33
6251,Tempelhof-Schoeneberg,female,600,32,50
6252,Tempelhof-Schoeneberg,unknown,500,22,44
6253,Lichtenberg,unknown,650,29,46
6254,Treptow-Koepenick,male,450,49,54
6255,Neukoelln,male,400,45,66
6256,Lichtenberg,male,550,22,33
6257,Tempelhof-Schoeneberg,female,550,49,51
6258,Steglitz-Zehlendorf,unknown,750,33,51
6259,Friedrichshain-Kreuzberg,male,750,39,53
6260,Reinickendorf,female,600,38,60
6261,Neukoelln,unknown,400,44,48
6262,Spandau,male,550,32,51
6263,Treptow-Koepenick,unknown,700,18,19
6264,Lichtenberg,female,400,35,54
6265,Charlottenburg-Wilmersdorf,female,500,28,37
6266,Mitte,male,750,22,43
6267,Mitte,female,450,46,63
6268,Lichtenberg,unknown,650,25,47
6269,Reinickendorf,female,400,40,54
6270,Lichtenberg,female,800,34,36
6271,Lichtenberg,unknown,650,38,62
6272,Charlottenburg-Wilmersdorf,unknown,800,48,62
6273,Steglitz-Zehlendorf,female,600,34,53
6274,Treptow-Koepenick,male,600,45,54
6275,Pankow,male,500,45,68
6276,Spandau,unknown,700,38,53
6277,Pankow,male,800,23,27
6278,Friedrichshain-Kreuzberg,male,450,44,56
6279,Steglitz-Zehlendorf,unknown,450,42,60
6280,Marzahn-Hellersdorf,unknown,700,32,55
6281,Tempelhof-Schoeneberg,male,400,47,49
6282,Treptow-Koepenick,unknown,350,36,53
6283,Steglitz-Zehlendorf,unknown,500,20,28
6284,Neukoelln,unknown,400,31,55
6285,Lichtenberg,male,700,39,43
6286,Spandau,male,750,48,70
6287,Charlottenburg-Wilmersdorf,unknown,550,48,54
